1	0	3
2	0	2
2	1	2
4	3	1
5	3	1
5	4	2
6	4	2
7	5	3
7	6	1
8	5	3
8	6	5
8	7	2
9	3	1
9	8	1
10	1	1
10	4	1
10	5	1
10	7	2
10	9	4
11	3	1
11	4	1
11	7	1
11	8	2
11	9	1
11	10	4
12	3	1
12	4	2
12	6	1
12	7	1
12	8	1
12	9	2
12	10	2
12	11	5
13	1	1
13	3	2
13	8	2
13	9	1
13	10	2
13	11	2
13	12	5
14	0	1
14	1	1
14	5	2
14	6	3
14	7	1
14	9	1
14	10	1
14	11	1
14	12	2
14	13	1
15	3	1
15	4	1
15	6	2
15	7	1
15	8	1
15	9	2
15	10	2
15	13	1
16	0	1
16	3	1
16	4	1
16	8	1
16	11	2
16	13	1
16	15	2
17	4	2
17	7	1
17	8	2
17	9	1
17	11	1
17	13	3
17	14	1
17	15	1
18	3	1
18	5	2
18	10	1
18	13	1
18	14	1
18	17	1
19	3	2
19	6	1
19	10	1
19	14	3
19	15	1
19	17	1
19	18	4
20	3	2
20	5	1
20	6	1
20	7	1
20	9	1
20	10	1
20	12	1
20	13	3
20	15	1
20	16	1
20	17	1
21	0	1
21	1	2
21	2	1
21	3	2
21	4	2
21	5	1
21	11	1
21	12	1
21	15	1
21	20	1
22	2	1
22	3	3
22	10	1
22	11	1
22	14	1
22	17	1
22	18	2
23	3	1
23	5	1
23	7	1
23	10	1
23	11	1
23	13	1
23	14	1
23	15	1
23	19	2
23	20	2
23	22	1
24	3	1
24	6	1
24	7	1
24	8	2
24	9	2
24	13	1
24	16	1
24	22	1
24	23	3
25	1	1
25	4	1
25	5	1
25	6	1
25	7	1
25	8	2
25	10	1
25	14	2
25	16	1
25	20	2
25	21	1
25	22	2
25	23	2
26	5	1
26	8	3
26	12	1
26	17	1
26	18	1
26	19	1
26	24	2
26	25	1
27	2	1
27	3	1
27	4	1
27	5	1
27	7	1
27	8	1
27	9	1
27	11	2
27	20	1
27	21	1
27	22	2
27	24	1
27	25	1
28	4	3
28	5	1
28	6	1
28	8	1
28	10	2
28	11	1
28	12	2
28	15	2
28	16	1
28	17	1
28	18	1
28	20	1
28	24	1
28	25	2
28	26	1
28	27	2
29	4	1
29	6	2
29	8	3
29	9	1
29	10	1
29	13	1
29	25	1
29	28	3
30	5	1
30	7	2
30	8	1
30	12	1
30	16	1
30	18	1
30	28	1
30	29	1
31	1	1
31	5	1
31	7	1
31	12	3
31	13	1
31	18	3
31	19	1
31	24	1
31	25	2
31	27	2
31	28	2
31	30	2
32	5	1
32	9	1
32	18	1
32	24	1
32	27	1
32	28	1
32	29	2
33	9	1
33	12	1
33	13	1
33	23	1
33	25	1
33	30	1
33	31	2
33	32	2
34	0	1
34	4	2
34	11	1
34	15	1
34	16	1
34	24	2
34	28	1
34	30	2
34	31	3
34	32	1
34	33	2
35	3	1
35	5	1
35	7	2
35	8	1
35	9	2
35	11	2
35	14	1
35	20	1
35	21	1
35	22	1
35	24	1
35	25	2
35	27	1
36	5	1
36	6	2
36	8	2
36	9	1
36	10	3
36	11	1
36	16	1
36	18	1
36	21	1
36	23	1
36	26	1
36	27	1
36	29	1
36	30	1
36	31	1
36	35	4
37	6	1
37	10	1
37	12	1
37	13	1
37	14	1
37	17	1
37	23	1
37	25	3
37	26	2
37	27	1
37	28	2
37	35	3
38	4	2
38	5	3
38	8	2
38	9	1
38	10	2
38	11	3
38	12	2
38	18	1
38	20	2
38	24	2
38	25	1
38	27	4
38	29	2
38	35	2
38	36	3
38	37	6
39	6	1
39	11	1
39	12	1
39	13	1
39	14	1
39	15	3
39	16	1
39	19	1
39	20	1
39	26	1
39	27	2
39	28	1
39	35	2
39	37	1
39	38	3
40	1	1
40	3	1
40	4	1
40	6	1
40	7	1
40	9	1
40	11	1
40	12	1
40	14	1
40	15	1
40	16	1
40	19	1
40	20	1
40	21	1
40	24	1
40	26	1
40	29	2
40	30	2
40	31	1
40	32	2
40	35	3
40	36	2
40	37	1
40	38	4
40	39	3
41	4	2
41	10	1
41	14	2
41	15	1
41	16	1
41	18	1
41	20	1
41	22	1
41	27	2
41	28	2
41	31	1
41	34	1
41	37	1
41	38	2
42	8	1
42	11	2
42	13	1
42	15	1
42	16	1
42	18	1
42	22	1
42	27	1
42	29	1
42	32	1
42	34	1
42	41	1
43	4	1
43	5	1
43	6	1
43	8	1
43	9	1
43	10	1
43	12	1
43	13	1
43	31	1
43	34	1
43	35	1
43	37	1
43	39	1
43	40	1
43	41	1
43	42	1
44	1	1
44	6	1
44	10	1
44	12	1
44	27	4
44	30	2
44	31	2
44	38	1
44	40	1
44	43	3
45	1	2
45	8	1
45	9	1
45	25	1
45	30	2
45	31	1
45	33	1
45	34	2
45	38	1
45	41	1
45	43	2
45	44	3
46	1	1
46	6	1
46	8	1
46	9	1
46	10	1
46	19	1
46	20	1
46	22	1
46	27	1
46	28	1
46	29	2
46	30	2
46	31	1
46	33	1
46	34	1
46	38	1
46	39	1
46	45	3
47	2	1
47	5	1
47	7	1
47	8	1
47	9	2
47	12	3
47	14	1
47	18	1
47	22	2
47	25	2
47	28	1
47	32	2
47	34	1
47	35	1
47	36	1
47	37	1
47	38	1
47	42	2
47	43	1
47	44	1
47	46	1
48	4	1
48	6	2
48	7	3
48	8	1
48	9	2
48	10	1
48	11	1
48	13	2
48	15	1
48	18	2
48	20	1
48	21	1
48	23	1
48	27	1
48	28	1
48	32	1
48	38	1
48	40	2
48	42	1
48	44	1
48	47	1
49	4	1
49	5	3
49	7	2
49	8	2
49	9	1
49	10	1
49	11	1
49	12	2
49	15	1
49	16	1
49	18	1
49	20	1
49	25	1
49	26	1
49	28	1
49	31	1
49	34	2
49	35	1
49	36	2
49	37	3
49	39	3
49	41	1
49	43	1
49	44	1
49	46	1
49	48	1
50	3	1
50	4	1
50	5	1
50	7	1
50	8	3
50	9	2
50	16	1
50	17	1
50	27	2
50	34	1
50	36	1
50	38	1
50	42	1
50	47	1
50	48	3
50	49	1
51	8	1
51	9	1
51	11	2
51	12	1
51	13	2
51	15	1
51	16	1
51	23	1
51	27	1
51	30	1
51	32	1
51	34	1
51	41	2
51	47	4
51	49	2
51	50	3
52	5	1
52	6	1
52	7	3
52	8	2
52	12	2
52	13	1
52	15	1
52	16	1
52	21	1
52	24	2
52	25	1
52	28	1
52	30	1
52	31	2
52	34	1
52	39	1
52	40	1
52	42	1
52	49	1
52	50	1
52	51	3
53	3	1
53	5	1
53	6	2
53	7	1
53	8	1
53	9	1
53	10	1
53	11	2
53	16	2
53	21	1
53	31	1
53	34	2
53	36	1
53	38	1
53	39	1
53	40	3
53	44	1
53	47	2
53	48	1
53	49	3
53	50	1
53	51	2
54	6	1
54	8	2
54	10	1
54	12	2
54	13	1
54	16	1
54	20	1
54	22	1
54	24	2
54	26	1
54	30	1
54	31	1
54	35	1
54	37	1
54	39	1
54	40	1
54	41	2
54	43	1
54	45	1
54	48	1
54	49	2
54	53	3
55	0	1
55	3	1
55	4	1
55	6	4
55	7	2
55	8	2
55	10	2
55	11	1
55	12	1
55	13	1
55	16	1
55	19	1
55	22	1
55	23	1
55	24	1
55	29	1
55	31	1
55	32	2
55	33	3
55	37	1
55	39	1
55	40	2
55	41	1
55	43	1
55	47	3
55	49	1
55	50	2
55	51	1
55	52	2
55	53	3
55	54	2
56	0	1
56	3	1
56	7	2
56	8	2
56	9	1
56	10	1
56	11	1
56	15	1
56	17	1
56	20	1
56	24	1
56	27	1
56	31	1
56	32	2
56	33	1
56	35	1
56	38	1
56	39	1
56	42	1
56	43	1
56	44	1
56	46	2
56	47	1
56	48	1
56	49	1
56	50	2
56	51	3
56	52	2
57	2	1
57	4	1
57	6	2
57	7	2
57	11	1
57	12	4
57	19	1
57	21	1
57	28	1
57	31	1
57	37	3
57	40	1
57	41	1
57	44	1
57	47	1
57	48	1
57	49	2
57	51	1
57	52	1
57	53	2
57	54	2
57	55	2
57	56	1
58	5	2
58	6	4
58	7	1
58	9	1
58	10	1
58	12	1
58	15	1
58	16	2
58	17	1
58	19	2
58	20	1
58	24	1
58	37	2
58	40	1
58	42	2
58	44	1
58	52	1
58	54	1
58	55	2
58	56	1
58	57	2
59	3	1
59	4	1
59	9	3
59	10	1
59	16	1
59	28	1
59	36	2
59	43	1
59	47	1
59	53	1
60	0	1
60	4	1
60	5	1
60	10	1
60	11	1
60	13	2
60	16	2
60	22	1
60	27	1
60	28	1
60	30	1
60	31	1
60	32	1
60	33	1
60	38	1
60	44	1
60	45	1
60	58	1
