1	0	16
2	0	12
2	1	16
3	2	3
4	1	1
4	3	18
5	1	3
5	2	2
5	3	7
5	4	22
6	3	2
6	4	1
6	5	4
7	0	3
7	1	1
7	3	1
7	4	2
7	5	4
7	6	13
8	1	2
8	2	3
8	3	5
8	4	6
8	5	11
8	6	16
8	7	20
9	3	1
9	4	6
9	5	9
9	6	3
9	7	7
9	8	12
10	1	2
10	3	5
10	4	2
10	5	7
10	6	6
10	7	5
10	8	8
10	9	21
11	0	1
11	1	1
11	2	2
11	3	4
11	4	2
11	5	4
11	6	4
11	7	5
11	8	7
11	9	23
11	10	15
12	1	1
12	3	4
12	4	7
12	5	2
12	6	2
12	7	1
12	8	13
12	9	11
12	10	20
12	11	16
13	2	1
13	3	2
13	4	4
13	5	2
13	6	2
13	7	3
13	8	9
13	9	15
13	10	12
13	11	10
13	12	8
14	0	2
14	1	1
14	3	3
14	4	4
14	5	7
14	6	3
14	7	2
14	8	2
14	9	3
14	10	8
14	11	4
14	12	10
14	13	5
15	0	1
15	3	2
15	4	1
15	5	5
15	6	1
15	7	6
15	8	3
15	9	9
15	10	11
15	11	7
15	12	5
15	13	8
15	14	18
16	1	2
16	3	3
16	4	5
16	5	3
16	6	11
16	7	10
16	8	8
16	9	8
16	10	9
16	11	3
16	12	9
16	13	10
16	14	9
16	15	20
17	1	2
17	3	8
17	4	7
17	5	5
17	6	2
17	7	3
17	8	3
17	9	5
17	10	7
17	11	4
17	12	6
17	13	2
17	14	3
17	15	7
18	2	1
18	3	14
18	4	7
18	5	7
18	6	8
18	7	9
18	8	6
18	9	2
18	10	4
18	11	4
18	12	1
18	13	2
18	14	1
18	15	10
18	16	5
18	17	12
19	1	2
19	2	2
19	3	7
19	4	8
19	5	5
19	6	5
19	7	3
19	8	6
19	9	3
19	10	6
19	11	2
19	12	3
19	13	2
19	14	5
19	15	6
19	16	4
19	17	9
19	18	22
20	3	4
20	4	1
20	5	4
20	6	3
20	7	1
20	9	4
20	10	5
20	11	6
20	12	6
20	13	7
20	14	6
20	15	3
20	17	10
20	18	7
20	19	10
21	0	1
21	2	1
21	3	1
21	4	1
21	5	3
21	6	8
21	7	5
21	8	8
21	9	5
21	10	3
21	11	8
21	12	2
21	13	9
21	14	9
21	15	6
21	16	6
21	17	11
21	18	4
21	19	8
21	20	19
22	2	1
22	3	3
22	4	2
22	5	6
22	6	1
22	7	6
22	8	4
22	9	4
22	10	5
22	11	6
22	12	3
22	13	4
22	14	4
22	15	3
22	16	2
22	17	11
22	18	12
22	19	7
22	20	1
22	21	5
23	1	1
23	3	7
23	4	3
23	5	1
23	6	6
23	7	1
23	8	7
23	9	6
23	10	10
23	11	6
23	12	5
23	13	7
23	14	3
23	15	3
23	16	2
23	17	16
23	18	3
23	19	6
23	20	4
23	21	3
23	22	14
24	3	4
24	4	8
24	5	8
24	6	6
24	7	9
24	8	10
24	9	6
24	10	9
24	11	7
24	12	3
24	13	6
24	14	4
24	15	7
24	16	3
24	17	7
24	18	7
24	19	10
24	20	4
24	21	6
24	22	7
24	23	5
25	0	2
25	1	2
25	2	2
25	3	4
25	4	4
25	5	5
25	6	4
25	7	6
25	8	1
25	9	6
25	10	9
25	11	3
25	12	3
25	13	3
25	14	7
25	15	4
25	16	4
25	17	5
25	18	3
25	19	2
25	20	1
25	21	6
25	22	7
25	23	12
25	24	4
26	1	1
26	3	4
26	4	2
26	5	5
26	9	2
26	10	3
26	11	3
26	12	4
26	13	2
26	14	5
26	15	4
26	17	4
26	18	4
26	19	2
26	20	1
26	22	3
26	23	6
26	24	3
26	25	12
27	4	4
27	5	7
27	6	5
27	7	6
27	8	7
27	9	10
