1	0	2
2	0	2
2	1	3
3	0	1
3	2	3
4	1	1
4	2	3
4	3	9
5	0	2
5	1	3
5	2	4
5	4	3
6	0	5
6	1	2
6	2	2
6	3	1
6	4	4
6	5	6
7	0	1
7	1	1
7	2	1
7	5	1
7	6	3
8	1	5
8	2	1
8	3	2
8	4	2
8	5	4
8	6	5
8	7	4
9	1	3
9	2	1
9	4	3
9	6	1
9	7	6
9	8	3
10	0	1
10	1	1
10	2	2
10	4	2
10	5	6
10	6	3
10	7	1
10	8	3
10	9	5
11	0	2
11	1	3
11	2	2
11	3	2
11	4	1
11	5	2
11	6	3
11	7	1
11	8	3
11	9	1
11	10	3
12	1	2
12	2	5
12	3	2
12	4	3
12	5	3
12	6	8
12	7	1
12	8	5
12	9	2
12	10	7
12	11	5
13	0	4
13	1	2
13	2	2
13	3	1
13	4	1
13	6	1
13	7	2
13	8	8
13	9	6
13	10	3
13	11	1
13	12	2
14	0	1
14	1	5
14	2	2
14	3	3
14	4	3
14	5	3
14	6	4
14	7	1
14	8	7
14	9	3
14	10	6
14	11	2
14	12	4
14	13	2
15	0	5
15	1	5
15	2	4
15	4	1
15	5	2
15	6	1
15	7	6
15	8	5
15	9	2
15	10	2
15	11	3
15	12	2
15	13	6
15	14	4
16	2	2
16	3	1
16	4	1
16	7	1
16	9	4
16	10	2
16	11	1
16	13	2
16	14	5
16	15	2
17	1	1
17	2	2
17	3	4
17	5	1
17	6	2
17	7	3
17	8	5
17	9	2
17	10	1
17	11	1
17	12	2
17	15	4
17	16	2
18	1	2
18	2	2
18	3	1
18	4	3
18	5	4
18	6	2
18	7	3
18	8	1
18	9	1
18	10	3
18	11	2
18	12	5
18	13	2
18	14	3
18	15	2
18	16	1
18	17	2
19	0	2
19	1	1
19	2	1
19	3	1
19	4	1
19	5	1
19	6	1
19	7	1
19	8	2
19	11	2
19	12	3
19	14	1
19	15	3
19	16	3
19	17	2
20	0	1
20	2	5
20	3	4
20	4	2
20	5	3
20	6	2
20	7	1
20	8	1
20	9	2
20	10	1
20	11	2
20	13	3
20	14	1
20	15	1
20	16	1
20	18	2
20	19	1
21	0	1
21	1	1
21	2	1
21	3	1
21	4	2
21	6	3
21	8	1
21	10	5
21	11	2
21	12	1
21	13	1
21	14	2
21	15	4
21	16	1
21	17	2
21	19	1
21	20	1
22	1	1
22	3	1
22	4	2
22	5	1
22	6	1
22	7	2
22	8	1
22	9	3
22	10	2
22	11	1
22	12	2
22	13	1
22	14	1
22	17	1
22	18	1
22	19	2
22	20	1
23	0	1
23	1	5
23	3	3
23	4	2
23	10	2
23	12	1
23	15	2
23	18	5
23	19	1
23	20	1
23	22	1
24	1	4
24	3	2
24	4	1
24	5	1
24	6	1
24	7	1
24	8	2
24	9	1
24	10	2
24	11	2
24	12	4
