1	0	6
2	1	1
3	1	2
3	2	3
4	0	3
4	1	1
4	2	7
4	3	7
5	0	2
5	1	1
5	2	2
5	3	1
5	4	3
6	0	1
6	2	1
6	4	2
6	5	1
7	0	1
7	1	2
7	2	1
7	4	3
7	5	2
7	6	2
8	0	1
8	2	3
8	3	1
8	4	2
8	5	2
8	6	6
8	7	8
9	0	3
9	1	2
9	2	5
9	3	1
9	4	2
9	6	8
9	7	5
9	8	7
10	1	2
10	2	2
10	3	1
10	4	3
10	5	3
10	6	5
10	7	5
10	8	1
10	9	6
11	1	3
11	2	2
11	3	1
11	6	3
11	8	3
11	9	5
11	10	4
12	0	2
12	1	4
12	2	1
12	3	1
12	4	1
12	5	6
12	6	6
12	7	2
12	8	7
12	9	2
12	10	3
12	11	1
13	1	1
13	3	2
13	4	1
13	5	1
13	6	5
13	7	4
13	8	3
13	9	5
13	10	4
13	11	3
13	12	3
14	0	4
14	1	2
14	2	3
14	3	4
14	4	1
14	6	1
14	7	2
14	8	3
14	9	2
14	10	3
14	11	4
14	12	6
14	13	5
15	0	5
15	1	5
15	2	3
15	3	1
15	4	1
15	5	1
15	6	1
15	8	4
15	9	2
15	10	5
15	11	2
15	12	3
15	13	4
15	14	5
16	0	1
16	1	1
16	2	3
16	3	1
16	5	1
16	6	2
16	7	2
16	9	1
16	10	3
16	12	3
16	14	3
16	15	3
17	0	3
17	1	3
17	2	2
17	3	2
17	4	5
17	5	1
17	6	2
17	7	4
17	8	2
17	11	2
17	12	1
17	13	1
17	14	2
17	15	4
17	16	4
18	0	1
18	1	3
18	3	3
18	4	1
18	6	4
18	8	6
18	9	1
18	10	4
18	14	3
18	15	3
18	16	1
18	17	3
19	1	3
19	2	1
19	3	4
19	4	5
19	5	1
19	7	1
19	8	3
19	10	2
19	11	1
19	12	2
19	13	2
19	14	1
19	15	1
19	17	6
19	18	1
20	0	1
20	1	2
20	2	1
20	3	2
20	4	7
20	5	2
20	6	1
20	8	2
20	10	1
20	11	4
20	12	4
20	13	1
20	14	1
20	17	3
20	18	1
20	19	3
21	0	1
21	2	3
21	3	2
21	5	4
21	6	3
21	7	2
21	8	1
21	10	1
21	11	1
21	12	4
21	13	3
21	14	2
21	15	1
21	16	2
21	17	1
21	18	2
21	19	1
21	20	3
22	1	3
22	2	3
22	3	1
22	4	2
22	5	6
22	6	2
22	7	1
22	8	2
22	9	1
22	10	3
22	11	3
22	13	4
22	14	4
22	15	1
22	16	2
22	18	2
22	19	1
22	20	1
22	21	2
23	0	1
23	1	3
23	2	1
23	4	2
23	5	1
23	7	2
23	10	1
23	12	1
23	13	1
23	14	2
23	15	1
23	17	1
23	18	2
23	19	2
23	20	2
23	21	1
24	0	1
24	1	3
24	3	3
24	4	2
24	7	1
24	8	1
24	10	4
24	11	6
24	12	3
24	13	4
24	14	2
24	15	1
24	16	1
24	18	3
24	19	3
24	20	1
24	21	1
24	22	1
24	23	4
25	1	1
25	2	2
25	3	4
25	4	3
25	5	1
25	6	2
25	7	1
25	8	1
25	9	1
25	10	2
25	11	3
25	12	2
25	13	1
25	14	2
25	15	4
25	16	2
25	17	1
25	18	2
25	19	1
25	20	2
25	21	1
25	22	1
26	1	3
26	7	1
26	11	1
26	13	1
26	15	2
26	16	1
26	18	1
26	19	2
26	23	1
26	24	1
26	25	1
27	1	3
27	2	1
27	4	1
27	5	1
27	8	2
27	10	1
27	12	1
27	13	1
27	14	1
27	24	1
27	25	3
27	26	1
28	0	3
28	1	3
28	2	2
28	3	2
28	4	3
28	5	3
28	6	4
28	8	1
28	9	1
28	10	2
28	12	2
28	14	2
28	15	1
28	18	2
28	20	3
28	22	1
28	24	1
28	25	1
28	26	1
28	27	1
29	0	2
29	4	2
29	5	1
29	10	1
29	14	1
29	16	1
29	19	1
29	23	1
29	26	1
29	27	3
30	1	1
30	3	2
30	5	2
30	8	1
30	9	2
30	14	1
30	18	2
30	19	1
30	20	1
30	22	2
30	24	1
30	26	2
30	28	1
30	29	5
31	4	2
31	5	1
31	8	1
31	9	2
31	10	2
31	11	2
31	24	1
31	25	1
31	26	1
31	27	2
31	29	1
31	30	2
32	1	2
32	4	1
32	8	1
32	9	2
32	10	1
32	11	1
32	13	1
32	14	2
32	23	1
32	25	4
32	26	1
32	27	4
32	28	3
32	29	1
32	30	3
32	31	1
33	0	1
33	1	2
33	2	1
33	3	1
33	4	1
33	5	1
33	8	2
33	11	2
33	13	3
33	14	1
33	21	1
33	23	1
33	24	2
33	25	1
33	26	3
33	27	1
33	28	2
33	29	1
33	30	2
33	31	6
33	32	4
34	1	3
34	4	3
34	6	1
34	10	1
34	11	3
34	12	1
34	13	1
34	14	1
34	18	3
34	19	1
34	22	1
34	23	2
34	24	3
34	25	5
34	26	1
34	27	1
34	28	1
34	30	2
34	31	1
34	32	4
34	33	1
35	1	1
35	2	1
35	5	1
35	9	1
35	10	1
35	11	1
35	14	2
